update_id,instance_id,preference_key,w_flow,w_cost,w_variance,terminated,truncated,terminal_reason,maximum_worker_fatigue,schedule_violation_count,production_defer_shield_masked_count,production_defer_shield_reason_counts,production_defer_shield_max_risk,production_defer_shield_max_wait_ticks,production_defer_shield_max_work_lower_bound_ticks,production_defer_shield_min_deadline_slack_ticks,pass,action_trace_sha256
20,validation_machine_bottleneck_2000014,0_0.6_0.4,0.0,0.6,0.4,True,False,completed,0.1534174634,0,2,"{""no_state_progress"": 2}",1.0,114,1045,298,True,117b7456f7cca62c47e8dd4fddbbb9bd4c80c7b6be92fd09e04fbc66ddcbb3b9
20,validation_machine_bottleneck_2000014,0.2_0_0.8,0.2,0.0,0.8,True,False,completed,0.1849203661,0,0,{},0.5655362053162236,58,1045,457,True,d5ec8fa4efd4f2924d9eb1502f2e1d933ece1e29ec7fd3f431b0f88a5df106b7
20,validation_machine_bottleneck_2000014,0.2_0.2_0.6,0.2,0.2,0.6,True,False,completed,0.1849203661,0,0,{},0.5655362053162236,58,1045,457,True,d5ec8fa4efd4f2924d9eb1502f2e1d933ece1e29ec7fd3f431b0f88a5df106b7
20,validation_machine_bottleneck_2000014,0.2_0.4_0.4,0.2,0.4,0.4,True,False,completed,0.1849203661,0,0,{},0.5655362053162236,67,1045,448,True,9cf9da76b4bccde05aff432631efb532859da5664f0806b9a725925f828df8c5
20,validation_machine_bottleneck_2000014,0.2_0.6_0.2,0.2,0.6,0.2,True,False,completed,0.1849203661,0,0,{},0.5655362053162236,70,1045,445,True,ba619adbbf5713d39163cca139d75db4c1ffe40550c06fe95ff75a6c6f799b32
20,validation_machine_bottleneck_2000014,0.2_0.8_0,0.2,0.8,0.0,True,False,completed,0.1849203661,0,0,{},0.5655362053162236,70,1045,445,True,951e265e2c5af016ff1b4d4670aa181216cfa4d0d9a355f15c5558d0bf5e84c4
25,validation_machine_bottleneck_2000008,0_0_1,0.0,0.0,1.0,True,False,completed,0.23467956009999996,0,2,"{""no_state_progress"": 2}",1.0,68,1099,415,True,0234b4aee3b8bb1c076212afdec802397625103685b5fa6a9c61af8f8091c464
25,validation_fatigue_bottleneck_2000011,0_0_1,0.0,0.0,1.0,True,False,completed,0.5394877637000001,0,0,{},0.4340080971659919,71,962,645,True,3873b78cea0934820a4d57dbd5a52aaf480e59c96a69115d7ba9ff70a4776dd8
25,validation_machine_bottleneck_2000008,0_0.2_0.8,0.0,0.2,0.8,True,False,completed,0.23467956009999996,0,2,"{""no_state_progress"": 2}",1.0,68,1099,415,True,0234b4aee3b8bb1c076212afdec802397625103685b5fa6a9c61af8f8091c464
25,validation_fatigue_bottleneck_2000011,0_0.2_0.8,0.0,0.2,0.8,True,False,completed,0.492118477,0,0,{},0.4356609574000878,70,960,849,True,ce877bbd5f6efc3444dfd81f18522de0a8cf4bb7a35a3809428ebe9057ac5d91
25,validation_machine_bottleneck_2000014,0_0.6_0.4,0.0,0.6,0.4,True,False,completed,0.1534174634,0,2,"{""no_state_progress"": 2}",1.0,46,1045,428,True,417fd53ea9f02fb5d5f4dad3144d5952d4f869c25acb33ef1be53cc209c29b4d
25,validation_machine_bottleneck_2000014,0.2_0_0.8,0.2,0.0,0.8,True,False,completed,0.1534174634,0,2,"{""no_state_progress"": 2}",1.0,114,1045,298,True,2d82d728bcac9d008333e007401800717113cd3996373539e1a78672c19537dd
25,validation_machine_bottleneck_2000014,0.2_0.2_0.6,0.2,0.2,0.6,True,False,completed,0.1534174634,0,2,"{""no_state_progress"": 2}",1.0,114,1045,298,True,2d82d728bcac9d008333e007401800717113cd3996373539e1a78672c19537dd
25,validation_machine_bottleneck_2000014,0.2_0.4_0.4,0.2,0.4,0.4,True,False,completed,0.1534174634,0,2,"{""no_state_progress"": 2}",1.0,114,1045,298,True,2d82d728bcac9d008333e007401800717113cd3996373539e1a78672c19537dd
25,validation_machine_bottleneck_2000014,0.2_0.6_0.2,0.2,0.6,0.2,True,False,completed,0.1534174634,0,2,"{""no_state_progress"": 2}",1.0,127,1045,285,True,90381e85cce121d3abfa80a11f5583169322214b0ad3d610cb28855921896ac9
25,validation_machine_bottleneck_2000014,0.2_0.8_0,0.2,0.8,0.0,True,False,completed,0.1849203661,0,0,{},0.5655362053162236,67,1045,448,True,2a80cc5f15c8b91787e1004269c16c3a715dd32e425e73881681ed670a59bf2b
30,validation_machine_bottleneck_2000008,0_0_1,0.0,0.0,1.0,True,False,completed,0.23467956009999996,0,2,"{""no_state_progress"": 2}",1.0,68,1099,383,True,843166ba80e73afe4e8c78fea5a669ea5292974e294b17a33f02cb677354c51e
30,validation_fatigue_bottleneck_2000011,0_0_1,0.0,0.0,1.0,True,False,completed,0.5394877637000001,0,0,{},0.4340080971659919,71,962,645,True,625230ab2d9c8ff7e47ac1fdd225ff507cb53fa5c440b0b34b27dad2cc3ece97
30,validation_machine_bottleneck_2000008,0_0.2_0.8,0.0,0.2,0.8,True,False,completed,0.23467956009999996,0,2,"{""no_state_progress"": 2}",1.0,68,1099,415,True,0234b4aee3b8bb1c076212afdec802397625103685b5fa6a9c61af8f8091c464
30,validation_fatigue_bottleneck_2000011,0_0.2_0.8,0.0,0.2,0.8,True,False,completed,0.5394877637000001,0,0,{},0.4340080971659919,71,962,645,True,5ecb19d15e50d682b3a200a1638a3302626b0c07632f264521497dd16f5a88ba
30,validation_machine_bottleneck_2000014,0_0.6_0.4,0.0,0.6,0.4,True,False,completed,0.1534174634,0,2,"{""no_state_progress"": 2}",1.0,46,1045,428,True,417fd53ea9f02fb5d5f4dad3144d5952d4f869c25acb33ef1be53cc209c29b4d
30,validation_machine_bottleneck_2000014,0.2_0_0.8,0.2,0.0,0.8,True,False,completed,0.1534174634,0,2,"{""no_state_progress"": 2}",1.0,114,1045,298,True,2d82d728bcac9d008333e007401800717113cd3996373539e1a78672c19537dd
30,validation_machine_bottleneck_2000014,0.2_0.2_0.6,0.2,0.2,0.6,True,False,completed,0.1534174634,0,2,"{""no_state_progress"": 2}",1.0,114,1045,298,True,2d82d728bcac9d008333e007401800717113cd3996373539e1a78672c19537dd
30,validation_machine_bottleneck_2000014,0.2_0.4_0.4,0.2,0.4,0.4,True,False,completed,0.1534174634,0,2,"{""no_state_progress"": 2}",1.0,114,1045,298,True,2d82d728bcac9d008333e007401800717113cd3996373539e1a78672c19537dd
30,validation_machine_bottleneck_2000014,0.2_0.6_0.2,0.2,0.6,0.2,True,False,completed,0.1534174634,0,2,"{""no_state_progress"": 2}",1.0,127,1045,285,True,90381e85cce121d3abfa80a11f5583169322214b0ad3d610cb28855921896ac9
30,validation_machine_bottleneck_2000014,0.2_0.8_0,0.2,0.8,0.0,True,False,completed,0.1534174634,0,2,"{""no_state_progress"": 2}",1.0,127,1045,285,True,90381e85cce121d3abfa80a11f5583169322214b0ad3d610cb28855921896ac9
35,validation_machine_bottleneck_2000008,0_0_1,0.0,0.0,1.0,True,False,completed,0.23467956009999996,0,0,{},0.5581395348837209,80,1099,415,True,ff50ba07676a411bdaa68bcdeb36777f28eb4e2d3603efb61b1b342dac480c7c
35,validation_fatigue_bottleneck_2000011,0_0_1,0.0,0.0,1.0,True,False,completed,0.43221847700000005,0,0,{},0.4353620613060862,127,962,611,True,2b00972de7c0e5e8bb9b166fcef08b5df1ea5eec7895cc2ce40beba0b05fd756
35,validation_machine_bottleneck_2000008,0_0.2_0.8,0.0,0.2,0.8,True,False,completed,0.23467956009999996,0,4,"{""no_state_progress"": 4}",1.0,81,1099,287,True,6435d7a17dd25e15548f1fcdfc1a5fec5530866404f700571f1524d0b520be6a
35,validation_fatigue_bottleneck_2000011,0_0.2_0.8,0.0,0.2,0.8,True,False,completed,0.43221847700000005,0,0,{},0.4353620613060862,102,962,575,True,84fd1d9fc7ec287abe248d69131b08953260516dcf44af9d5287b69c9d8db5c7
35,validation_machine_bottleneck_2000014,0_0.6_0.4,0.0,0.6,0.4,True,False,completed,0.1534174634,0,0,{},0.5706472196900638,83,1045,438,True,cf34c1bc35bb95eb30f5044bdff4f6dd7d19d1aecd0dee11b565e89beca53213
35,validation_machine_bottleneck_2000014,0.2_0_0.8,0.2,0.0,0.8,True,False,completed,0.1534174634,0,4,"{""no_state_progress"": 4}",1.0,46,1045,401,True,fa93b27d5aeb863b7ddc2fb35200ee9c05efcd85baaa102a23a8886ebea63b5c
35,validation_machine_bottleneck_2000014,0.2_0.2_0.6,0.2,0.2,0.6,True,False,completed,0.1534174634,0,2,"{""no_state_progress"": 2}",1.0,58,1045,447,True,50e6c0b0f31b7d3a759e41c5fdcff8decd9ea34e1707324cffceb75e62f3bf97
35,validation_machine_bottleneck_2000014,0.2_0.4_0.4,0.2,0.4,0.4,True,False,completed,0.1534174634,0,2,"{""no_state_progress"": 2}",1.0,114,1045,298,True,2d82d728bcac9d008333e007401800717113cd3996373539e1a78672c19537dd
35,validation_machine_bottleneck_2000014,0.2_0.6_0.2,0.2,0.6,0.2,True,False,completed,0.1534174634,0,2,"{""no_state_progress"": 2}",1.0,114,1045,298,True,117b7456f7cca62c47e8dd4fddbbb9bd4c80c7b6be92fd09e04fbc66ddcbb3b9
35,validation_machine_bottleneck_2000014,0.2_0.8_0,0.2,0.8,0.0,True,False,completed,0.1534174634,0,2,"{""no_state_progress"": 2}",1.0,127,1045,285,True,90381e85cce121d3abfa80a11f5583169322214b0ad3d610cb28855921896ac9
40,validation_machine_bottleneck_2000008,0_0_1,0.0,0.0,1.0,True,False,completed,0.23467956009999996,0,6,"{""no_state_progress"": 6}",1.0,68,1099,209,True,3b39ce8c91cb5b3c511fdef739d78154104cf99524e4a42085d25d712c148ced
40,validation_fatigue_bottleneck_2000011,0_0_1,0.0,0.0,1.0,True,False,completed,0.42921847700000004,0,2,"{""no_state_progress"": 2}",1.0,65,962,540,True,f0ee78dbf4432962865115dc843dca3a8df7175fd7eecfd41938703cd242752a
40,validation_machine_bottleneck_2000008,0_0.2_0.8,0.0,0.2,0.8,True,False,completed,0.23467956009999996,0,0,{},0.5794481446241675,79,1099,442,True,9f7dcfbd116df0bd108144dbefdd9679493224d29c32027e8d99b67bcb06e5c3
40,validation_fatigue_bottleneck_2000011,0_0.2_0.8,0.0,0.2,0.8,True,False,completed,0.43221847700000005,0,0,{},0.4353620613060862,82,962,658,True,59c8e4326ee1a2715ff9ed0b64d5c6a39c85fd6ed6e286c1ebe7923cbc4e7d9b
40,validation_machine_bottleneck_2000014,0_0.6_0.4,0.0,0.6,0.4,True,False,completed,0.1504174634,0,0,{},0.5360730593607306,77,1045,404,True,c70e1129148124b4a2221ae23f95220b0215696f68b6ea065ac2cf984d206a70
40,validation_machine_bottleneck_2000014,0.2_0_0.8,0.2,0.0,0.8,True,False,completed,0.1534174634,0,0,{},0.5706472196900638,94,1045,409,True,c7768a55e1999891859313ae792f7083e27e44f5c0a02b8ec598b10e0eea75c5
40,validation_machine_bottleneck_2000014,0.2_0.2_0.6,0.2,0.2,0.6,True,False,completed,0.1534174634,0,4,"{""no_state_progress"": 4}",1.0,46,1045,401,True,6e8df693e3cad06d9b5dcceb759422babe2ddff1f01d21b6b1e7076c19b0cc3f
40,validation_machine_bottleneck_2000014,0.2_0.4_0.4,0.2,0.4,0.4,True,False,completed,0.1534174634,0,2,"{""no_state_progress"": 2}",1.0,58,1045,447,True,50e6c0b0f31b7d3a759e41c5fdcff8decd9ea34e1707324cffceb75e62f3bf97
40,validation_machine_bottleneck_2000014,0.2_0.6_0.2,0.2,0.6,0.2,True,False,completed,0.1534174634,0,2,"{""no_state_progress"": 2}",1.0,114,1045,298,True,117b7456f7cca62c47e8dd4fddbbb9bd4c80c7b6be92fd09e04fbc66ddcbb3b9
40,validation_machine_bottleneck_2000014,0.2_0.8_0,0.2,0.8,0.0,True,False,completed,0.1534174634,0,2,"{""no_state_progress"": 2}",1.0,127,1045,285,True,90381e85cce121d3abfa80a11f5583169322214b0ad3d610cb28855921896ac9
45,validation_machine_bottleneck_2000008,0_0_1,0.0,0.0,1.0,True,False,completed,0.23467956009999996,0,0,{},0.5477064220183486,97,1099,330,True,71c7ba202e2c0f16722637aba1886b53e398297f5ec2156430b94d4e29ce1a58
45,validation_fatigue_bottleneck_2000011,0_0_1,0.0,0.0,1.0,True,False,completed,0.39301834980000006,0,0,{},0.48234280792420325,120,962,494,True,bd59810d39a4ea2b217def6b9fad9a9a8ca338e609a912410f1e4d4251007b9e
45,validation_machine_bottleneck_2000008,0_0.2_0.8,0.0,0.2,0.8,True,False,completed,0.23467956009999996,0,6,"{""no_state_progress"": 6}",1.0,68,1099,209,True,9b48a21db7f0073d09df27dfe3c6f448b89ffefaed10a8ae0c41b8d0b9ef7d03
45,validation_fatigue_bottleneck_2000011,0_0.2_0.8,0.0,0.2,0.8,True,False,completed,0.42921847700000004,0,0,{},0.47163420829805247,67,962,597,True,c2ae914d355327d151de8a09bbf57d7582a837721e829dbdb6ec59fe02989e0e
45,validation_machine_bottleneck_2000014,0_0.6_0.4,0.0,0.6,0.4,True,False,completed,0.1484250057,0,0,{},0.5301530153015301,87,1045,452,True,08eb1b8c58970b0aed11370b77e612edc1078de0e1d66350350349958c4bd613
45,validation_machine_bottleneck_2000014,0.2_0_0.8,0.2,0.0,0.8,True,False,completed,0.1534174634,0,0,{},0.5706472196900638,94,1045,409,True,c7768a55e1999891859313ae792f7083e27e44f5c0a02b8ec598b10e0eea75c5
45,validation_machine_bottleneck_2000014,0.2_0.2_0.6,0.2,0.2,0.6,True,False,completed,0.1534174634,0,4,"{""no_state_progress"": 4}",1.0,46,1045,401,True,b70601f34884f1c1615efd844492b0ac24a03899db19d66dc61d291ac1b209da
45,validation_machine_bottleneck_2000014,0.2_0.4_0.4,0.2,0.4,0.4,True,False,completed,0.1534174634,0,2,"{""no_state_progress"": 2}",1.0,58,1045,447,True,27777adbe561ad1811a3ca93c2f571c4dda5d846f4cc6a34adca34bdff882f2b
45,validation_machine_bottleneck_2000014,0.2_0.6_0.2,0.2,0.6,0.2,True,False,completed,0.1534174634,0,2,"{""no_state_progress"": 2}",1.0,114,1045,298,True,2d82d728bcac9d008333e007401800717113cd3996373539e1a78672c19537dd
45,validation_machine_bottleneck_2000014,0.2_0.8_0,0.2,0.8,0.0,True,False,completed,0.1534174634,0,2,"{""no_state_progress"": 2}",1.0,127,1045,285,True,90381e85cce121d3abfa80a11f5583169322214b0ad3d610cb28855921896ac9
50,validation_machine_bottleneck_2000008,0_0_1,0.0,0.0,1.0,True,False,completed,0.23467956009999996,0,0,{},0.5276292335115864,86,1099,370,True,a34c855081a0058b8e58564368b10cf30cd25f7b67fd11c3ec3d091ee3bb999a
50,validation_fatigue_bottleneck_2000011,0_0_1,0.0,0.0,1.0,True,False,completed,0.39301834980000006,0,0,{},0.48234280792420325,120,962,494,True,bd59810d39a4ea2b217def6b9fad9a9a8ca338e609a912410f1e4d4251007b9e
50,validation_machine_bottleneck_2000008,0_0.2_0.8,0.0,0.2,0.8,True,False,completed,0.23467956009999996,0,6,"{""no_state_progress"": 6}",1.0,68,1099,209,True,9b48a21db7f0073d09df27dfe3c6f448b89ffefaed10a8ae0c41b8d0b9ef7d03
50,validation_fatigue_bottleneck_2000011,0_0.2_0.8,0.0,0.2,0.8,True,False,completed,0.42921847700000004,0,0,{},0.47163420829805247,67,962,597,True,c2ae914d355327d151de8a09bbf57d7582a837721e829dbdb6ec59fe02989e0e
50,validation_machine_bottleneck_2000014,0_0.6_0.4,0.0,0.6,0.4,True,False,completed,0.1484250057,0,0,{},0.5218554861730598,44,1045,514,True,8e38127db794b4b8ece3f13fd7c9d9828d9efdcf8dc5a8e7e5eca2bdc79c1370
50,validation_machine_bottleneck_2000014,0.2_0_0.8,0.2,0.0,0.8,True,False,completed,0.1534174634,0,0,{},0.5706472196900638,94,1045,409,True,c7768a55e1999891859313ae792f7083e27e44f5c0a02b8ec598b10e0eea75c5
50,validation_machine_bottleneck_2000014,0.2_0.2_0.6,0.2,0.2,0.6,True,False,completed,0.1534174634,0,4,"{""no_state_progress"": 4}",1.0,46,1045,401,True,b70601f34884f1c1615efd844492b0ac24a03899db19d66dc61d291ac1b209da
50,validation_machine_bottleneck_2000014,0.2_0.4_0.4,0.2,0.4,0.4,True,False,completed,0.1534174634,0,2,"{""no_state_progress"": 2}",1.0,58,1045,447,True,27777adbe561ad1811a3ca93c2f571c4dda5d846f4cc6a34adca34bdff882f2b
50,validation_machine_bottleneck_2000014,0.2_0.6_0.2,0.2,0.6,0.2,True,False,completed,0.1534174634,0,2,"{""no_state_progress"": 2}",1.0,114,1045,298,True,117b7456f7cca62c47e8dd4fddbbb9bd4c80c7b6be92fd09e04fbc66ddcbb3b9
50,validation_machine_bottleneck_2000014,0.2_0.8_0,0.2,0.8,0.0,True,False,completed,0.1534174634,0,2,"{""no_state_progress"": 2}",1.0,127,1045,285,True,90381e85cce121d3abfa80a11f5583169322214b0ad3d610cb28855921896ac9
55,validation_machine_bottleneck_2000008,0_0_1,0.0,0.0,1.0,True,False,completed,0.23467956009999996,0,0,{},0.5477064220183486,112,1099,344,True,6d313bc1f90b6549052ffec7d333617152c68ea2163f065a49a99e6696f40e7f
55,validation_fatigue_bottleneck_2000011,0_0_1,0.0,0.0,1.0,True,False,completed,0.39301834980000006,0,2,"{""no_state_progress"": 2}",1.0,91,962,543,True,bfa3cd70dc17d3fd064dc7fad81641c3d146eb8e99649b893a44cf902b140aba
55,validation_machine_bottleneck_2000008,0_0.2_0.8,0.0,0.2,0.8,True,False,completed,0.23467956009999996,0,0,{},0.5705950991831972,77,1099,368,True,16d6859e96273779c8fc26f069bf11420c83d7b2e8cbb772651e88576f4653fb
55,validation_fatigue_bottleneck_2000011,0_0.2_0.8,0.0,0.2,0.8,True,False,completed,0.42921847700000004,0,0,{},0.4375832963127499,86,962,593,True,e20d673c6460ae0c7f52400776cc597dce65bec9a230619991705ebdf9873d24
55,validation_machine_bottleneck_2000014,0_0.6_0.4,0.0,0.6,0.4,True,False,completed,0.1484250057,0,0,{},0.5301530153015301,87,1045,452,True,1eb14e19bbac929f51991a5515ba0945ed20554521c4eae5321f7816cedcdb1d
55,validation_machine_bottleneck_2000014,0.2_0_0.8,0.2,0.0,0.8,True,False,completed,0.1534174634,0,0,{},0.5706472196900638,83,1045,438,True,4c692d7bb3939a90ab0e50a76f4645f4830d48861f00c00524ae35fa3650d7d9
55,validation_machine_bottleneck_2000014,0.2_0.2_0.6,0.2,0.2,0.6,True,False,completed,0.1534174634,0,0,{},0.5706472196900638,94,1045,409,True,c7768a55e1999891859313ae792f7083e27e44f5c0a02b8ec598b10e0eea75c5
55,validation_machine_bottleneck_2000014,0.2_0.4_0.4,0.2,0.4,0.4,True,False,completed,0.1534174634,0,0,{},0.5273200346921075,74,1045,472,True,62b5436e82c6985f6fc55b8dd8d745bf03d2bceaf9ba10c4fdf514e0c6923e64
